barcount,date,open,high,low,close,volume,higherclose,reversal,trendsequence,adl,adx,adxr,apz_lower,apz_upper,aroonoscillator,atr,bollinger_lower,bollinger_middle,bollinger_upper,bop,camarilla_r1,camarilla_r2,camarilla_r3,camarilla_r4,camarilla_s1,camarilla_s2,camarilla_s3,camarilla_s4,cci,chaikinmoneyflow,chaikinoscillator,chaikinvolatility,choppinessindex,cmo,currentday_open,currentday_low,currentday_high,disparityindex,dm_diplus,dm_diminus,dmi,dmindex,donchian_lower,donchian_mean,donchian_upper,doublestochastics_k,easeofmovement,fibonacci_pp,fibonacci_r1,fibonacci_r2,fibonacci_r3,fibonacci_s1,fibonacci_s2,fibonacci_s3,fisherstransform,fosc,kama,keltner_lower,keltner_mean,keltner_upper,linreg,linregintercept,linregslope,macd,macd_avg,macd_diff,mama_default,mama_kama,mfi,momentum,moneyflowoscillator,orderflowcumulativedelta_deltaopen,orderflowcumulativedelta_deltaclose,orderflowcumulativedelta_deltahigh,orderflowcumulativedelta_deltalow,orderflowvwap_vwap,orderflowvwap_s1_lower,orderflowvwap_s1_higher,orderflowvwap_s2_lower,orderflowvwap_s2_higher,orderflowvwap_s3_lower,orderflowvwap_s3_higher,parabolic_sar,pfe,ppo,priceoscillator,psychologicalline,rsquared,relativevigorindex,rind,roc,rsi,rsi_avg,rss,rvi,stddev,stochrsi,stochastics_d,stochastics_k,stochasticsfast_d,stochasticsfast_k,trix,trix_signal,tsf,tsi,ultimateoscillator,vortex_viplus,vortex_viminus,volma,volume_oscillator,vroc,williamsr,wisemanawesomeoscillator,woodiescci,woodiescci_turbo,woodiespivot_pp,woodiespivot_r1,woodiespivot_r2,woodiespivot_s1,woodiespivot_s2
588,8/4/2023 10:54,15915.5,15923,15915.5,15923,1852,TRUE,FALSE,2,69065,24,22,-0.175,0.014,43,10,-0.243,0.034,0.034,0.429,-0.314,-0.197,-0.08,0.269,-0.547,-0.663,-0.78,-1.13,120,44,3156,0,42,33,-0.471,-0.754,0.424,0.189,49,26,0,61,-0.283,-0.141,0,41,12,-0.443,0.043,0.343,0.829,-0.929,-1.229,-1.715,0.7,0.05,-0.207,-0.154,-0.083,-0.013,-0.046,-0.163,1.4,13.6,12.8,0.8,-0.084,-0.206,73,45,0.43,0,53,162,-23,-0.148,-0.406,0.11,-0.663,0.368,-0.921,0.626,-0.188,0.31,0.08,12.8,60,0.39,0.23,21,0.28,62,61,70,59,11,0.5,73,83,83,100,0.0132,0.0131,-0.019,23,62,1.1,0.4,2730,657,43,0,32.7,120,114,-0.46,0.165,0.812,-1.107,-1.732
589,8/4/2023 10:54,15923,15930.5,15923,15930.5,1465,TRUE,FALSE,3,70530,24,23,-0.194,-0.006,100,9.8,-0.27,0.008,0.008,0.429,-0.361,-0.244,-0.128,0.222,-0.594,-0.71,-0.827,-1.176,155,45,3643,0,42,33,-0.518,-0.8,0.377,0.218,51,25,0,65,-0.282,-0.141,0,62,17,-0.49,-0.004,0.296,0.782,-0.975,-1.275,-1.761,1.1,0.07,-0.248,-0.191,-0.121,-0.05,-0.073,-0.19,1.4,14.6,13.1,1.4,-0.126,-0.25,72,45,0.43,0,13,123,-1,-0.194,-0.451,0.063,-0.709,0.321,-0.966,0.578,-0.232,0.32,0.083,13.1,60,0.72,0.2,17,0.28,64,62,72,61,11,0.64,75,95,95,100,0.0135,0.0133,-0.046,29,68,1.1,0.4,2561,647,10,0,35,155,136,-0.507,0.118,0.764,-1.153,-1.778
590,8/4/2023 11:01,15930.5,15938,15930.5,15938,8814,TRUE,FALSE,4,79344,25,24,-0.208,-0.02,100,9.6,-0.311,-0.005,-0.005,0.429,-0.407,-0.291,-0.175,0.175,-0.64,-0.757,-0.873,-1.223,181,51,6315,0,42,33,-0.565,-0.847,0.329,0.244,54,24,0,70,-0.282,-0.141,0,81,15,-0.536,-0.051,0.249,0.734,-1.022,-1.322,-1.807,1.6,0.09,-0.288,-0.229,-0.158,-0.088,-0.089,-0.227,1.7,15.8,13.7,2.1,-0.098,-0.247,77,45,0.51,0,-396,63,-716,-0.236,-0.492,0.021,-0.749,0.277,-1.006,0.534,-0.269,0.32,0.086,13.7,60,0.82,0.2,14,0.28,66,64,74,64,12.2,0.77,81,100,100,100,0.0139,0.0136,-0.057,36,74,1.1,0.4,3395,1053,212,0,36.8,181,121,-0.554,0.071,0.717,-1.2,-1.824
591,8/4/2023 11:06,15938,15945.5,15938,15945.5,4406,TRUE,FALSE,5,83750,27,25,-0.217,-0.029,100,9.5,-0.364,-0.005,-0.005,0.429,-0.454,-0.338,-0.221,0.128,-0.687,-0.804,-0.92,-1.269,180,55,8237,0,36,33,-0.611,-0.894,0.282,0.269,57,22,0,70,-0.329,-0.165,0,90,15,-0.583,-0.098,0.202,0.687,-1.068,-1.368,-1.853,2,0.09,-0.306,-0.256,-0.185,-0.114,-0.094,-0.275,2.2,17.1,14.3,2.8,-0.139,-0.29,78,45,0.53,0,-289,25,-421,-0.28,-0.536,-0.023,-0.793,0.233,-1.05,0.49,-0.3,0.33,0.09,14.3,70,0.82,0.23,11,0.28,68,66,79,67,14.3,0.9,86,100,100,100,0.0144,0.014,-0.052,42,73,1.1,0.4,3530,973,291,0,41.2,180,110,-0.6,0.024,0.669,-1.246,-1.87
592,8/4/2023 11:07,15945.5,15953,15945.5,15953,2302,TRUE,FALSE,6,86052,28,26,-0.223,-0.035,64,9.4,-0.424,0.001,0.001,0.429,-0.501,-0.385,-0.268,0.081,-0.734,-0.85,-0.967,-1.316,170,55,9006,0,31,33,-0.658,-0.94,0.235,0.291,59,21,0,72,-0.376,-0.188,0,95,16,-0.63,-0.145,0.154,0.639,-1.115,-1.414,-1.899,2.4,0.09,-0.299,-0.273,-0.202,-0.132,-0.089,-0.334,3,18.6,15.2,3.4,-0.126,-0.298,79,45,0.6,0,75,251,-25,-0.325,-0.582,-0.068,-0.839,0.189,-1.095,0.446,-0.323,0.33,0.096,15.2,80,0.88,0.33,9,0.28,70,68,85,71,16.9,1,90,100,100,100,0.0152,0.0146,-0.032,48,73,1.1,0.4,3366,530,280,0,45.2,170,111,-0.647,-0.024,0.622,-1.293,-1.917
593,8/4/2023 11:12,15945.5,15945.5,15938,15938,6427,FALSE,TRUE,1,79625,29,26,-0.109,0.079,64,9.8,-0.328,0.113,0.113,0.286,-0.407,-0.291,-0.175,0.175,-0.64,-0.757,-0.873,-1.223,97,45,6457,0,33,16,-0.565,-0.847,0.329,0.182,53,24,0,62,-0.282,-0.094,0.094,84,12,-0.536,-0.051,0.249,0.734,-1.022,-1.322,-1.807,2.2,-0.03,-0.184,-0.151,-0.08,-0.009,0.032,-0.247,3.4,18.3,15.8,2.5,-0.029,-0.2,67,22,0.49,0,-755,227,-758,-0.227,-0.484,0.03,-0.741,0.287,-0.998,0.544,-0.197,0.3,0.099,15.8,80,0.81,0.47,26,0.14,62,65,88,64,17.6,0.5,93,92,92,75,0.0157,0.0152,0.097,35,70,0.9,0.5,3774,714,69,-25,46.6,97,33,-0.554,0.071,0.717,-1.2,-1.824
594,8/4/2023 11:18,15938,15938,15930.5,15930.5,7020,FALSE,FALSE,2,72605,29,26,-0.06,0.129,64,9.6,-0.28,0.166,0.166,0.143,-0.361,-0.244,-0.128,0.222,-0.594,-0.71,-0.827,-1.176,54,34,2594,0,33,5,-0.518,-0.8,0.377,0.125,50,28,0,59,-0.235,-0.047,0.141,65,8,-0.49,-0.004,0.296,0.782,-0.975,-1.275,-1.761,1.7,-0.1,-0.132,-0.086,-0.016,0.055,0.097,-0.211,3.8,17.3,16.1,1.2,0.018,-0.148,54,8,0.3,0,-515,1,-515,-0.177,-0.433,0.079,-0.689,0.335,-0.945,0.591,-0.121,0.27,0.101,16.1,70,0.38,0.53,30,0.05,59,62,87,58,17.7,0.27,93,79,79,62,0.0159,0.0155,0.168,23,60,0.8,0.6,4207,963,65,-38,45.5,54,-58,-0.507,0.118,0.764,-1.153,-1.778
595,8/4/2023 11:25,15938,15945.5,15938,15945.5,6336,TRUE,TRUE,1,78941,29,26,-0.143,0.045,64,10,-0.364,0.096,0.096,0.286,-0.454,-0.338,-0.221,0.128,-0.687,-0.804,-0.92,-1.269,83,36,2794,0,33,26,-0.611,-0.894,0.282,0.202,50,25,0,63,-0.329,-0.141,0.047,62,8,-0.583,-0.098,0.202,0.687,-1.068,-1.368,-1.853,1.5,-0.03,-0.213,-0.161,-0.091,-0.02,0.03,-0.298,4,17.5,16.4,1.1,-0.073,-0.238,61,38,0.35,0,69,161,-116,-0.267,-0.522,-0.011,-0.778,0.245,-1.034,0.501,-0.189,0.27,0.103,16.4,70,0.24,0.5,24,0.24,63,63,85,62,18.3,0.56,92,75,75,88,0.0161,0.0158,0.105,25,66,0.9,0.5,4491,994,239,-12,44.3,83,30,-0.6,0.024,0.669,-1.246,-1.87
596,8/4/2023 11:30,15945.5,15953,15945.5,15953,2881,TRUE,FALSE,2,81822,30,26,-0.171,0.017,64,9.8,-0.39,0.074,0.074,0.429,-0.501,-0.385,-0.268,0.081,-0.734,-0.85,-0.967,-1.316,101,37,3538,0,33,37,-0.658,-0.94,0.235,0.23,53,24,0,65,-0.376,-0.188,0,68,10,-0.63,-0.145,0.154,0.639,-1.115,-1.414,-1.899,1.7,-0.01,-0.221,-0.179,-0.108,-0.038,0.008,-0.324,4.1,18.1,16.7,1.3,-0.115,-0.281,64,52,0.36,0,164,166,-42,-0.312,-0.568,-0.056,-0.823,0.2,-1.079,0.456,-0.212,0.29,0.105,16.7,80,0.19,0.47,20,0.33,65,64,83,64,18.5,0.69,90,83,83,100,0.0164,0.0161,0.085,30,67,1.1,0.4,4276,896,233,0,43.2,101,100,-0.647,-0.024,0.622,-1.293,-1.917
597,8/4/2023 11:37,15945.5,15945.5,15938,15938,6336,FALSE,TRUE,1,75486,29,26,-0.073,0.115,64,10.2,-0.243,0.156,0.156,0.429,-0.407,-0.291,-0.175,0.175,-0.64,-0.757,-0.873,-1.223,51,25,1505,0,40,30,-0.565,-0.847,0.329,0.126,47,27,0,59,-0.235,-0.071,0.094,40,7,-0.536,-0.051,0.249,0.734,-1.022,-1.322,-1.807,1.4,-0.09,-0.121,-0.067,0.003,0.074,0.087,-0.175,3.2,17.1,16.8,0.3,-0.019,-0.183,61,45,0.24,0,-184,160,-268,-0.214,-0.47,0.042,-0.726,0.297,-0.982,0.553,-0.097,0.29,0.106,16.8,70,0,0.47,34,0.28,58,61,77,61,15.9,0.21,88,86,86,71,0.0164,0.0163,0.148,20,56,1,0.4,4551,1176,191,-29,39.5,51,-33,-0.554,0.071,0.717,-1.2,-1.824
598,8/4/2023 11:42,15945.5,15953,15945.5,15953,5354,TRUE,TRUE,1,80840,30,27,-0.154,0.034,57,10.5,-0.311,0.076,0.076,0.429,-0.501,-0.385,-0.268,0.081,-0.734,-0.85,-0.967,-1.316,91,29,2240,0,40,30,-0.658,-0.94,0.235,0.203,47,24,0,63,-0.329,-0.165,0,49,8,-0.63,-0.145,0.154,0.639,-1.115,-1.414,-1.899,1.5,-0.01,-0.203,-0.143,-0.072,-0.002,0.008,-0.243,3.1,17.3,16.9,0.4,-0.109,-0.272,63,45,0.28,0,-189,15,-449,-0.304,-0.56,-0.048,-0.817,0.208,-1.073,0.464,-0.172,0.3,0.106,16.9,70,0.02,0.47,28,0.28,63,62,73,63,15.5,0.5,87,90,90,100,0.0165,0.0164,0.066,23,59,1,0.4,4658,1205,189,0,38.8,91,100,-0.647,-0.024,0.622,-1.293,-1.917
599,8/4/2023 11:43,15953,15960.5,15953,15960.5,1612,TRUE,FALSE,2,82452,30,27,-0.179,0.009,93,10.3,-0.344,0.055,0.055,0.429,-0.548,-0.432,-0.315,0.034,-0.78,-0.897,-1.013,-1.362,118,29,2850,0,35,30,-0.705,-0.987,0.188,0.23,50,23,0,64,-0.376,-0.188,0,65,13,-0.677,-0.192,0.107,0.592,-1.161,-1.461,-1.945,1.8,0.01,-0.236,-0.171,-0.1,-0.03,-0.013,-0.275,3.2,17.9,17.1,0.8,-0.149,-0.315,63,45,0.25,0,357,357,0,-0.35,-0.606,-0.094,-0.863,0.163,-1.119,0.419,-0.201,0.3,0.107,17.1,70,0.2,0.43,23,0.28,65,63,73,64,15.9,0.63,85,90,90,100,0.0166,0.0165,0.047,28,59,1,0.4,4252,921,179,0,40.6,118,114,-0.694,-0.07,0.575,-1.339,-1.963
600,8/4/2023 11:44,15960.5,15968,15960.5,15968,1207,TRUE,FALSE,3,83659,31,28,-0.197,-0.009,100,10.1,-0.338,0.015,0.015,0.571,-0.595,-0.478,-0.362,-0.013,-0.827,-0.943,-1.06,-1.408,153,27,3224,0,33,47,-0.752,-1.033,0.141,0.256,53,22,1,67,-0.376,-0.188,0,79,19,-0.723,-0.239,0.06,0.545,-1.208,-1.507,-1.991,2.1,0.04,-0.267,-0.199,-0.128,-0.058,-0.044,-0.278,2.9,18.8,17.4,1.3,-0.11,-0.299,68,68,0.2,0,411,426,0,-0.396,-0.652,-0.139,-0.909,0.117,-1.166,0.374,-0.224,0.33,0.11,17.4,70,0.72,0.4,19,0.42,66,65,74,66,14.1,0.7,86,100,100,100,0.0168,0.0167,0.01,33,71,1.2,0.3,3846,981,114,0,42,153,136,-0.741,-0.117,0.528,-1.386,-2.009
601,8/4/2023 11:46,15968,15975.5,15968,15975.5,4832,TRUE,FALSE,4,88491,32,29,-0.209,-0.022,100,9.9,-0.362,-0.001,-0.001,0.571,-0.641,-0.525,-0.409,-0.06,-0.874,-0.99,-1.106,-1.455,169,25,4622,0,31,44,-0.798,-1.08,0.094,0.279,55,20,1,71,-0.376,-0.188,0,89,17,-0.77,-0.286,0.013,0.498,-1.254,-1.553,-2.037,2.5,0.06,-0.296,-0.227,-0.156,-0.086,-0.062,-0.3,2.9,19.8,17.9,1.9,-0.09,-0.282,67,60,0.28,0,-61,50,-304,-0.438,-0.697,-0.179,-0.956,0.08,-1.215,0.339,-0.24,0.36,0.113,17.9,70,0.82,0.4,15,0.38,68,67,75,69,14.4,0.85,89,100,100,100,0.0172,0.0169,-0.007,39,76,1.2,0.3,3977,1136,10,0,43,169,121,-0.787,-0.164,0.48,-1.432,-2.055
602,8/4/2023 11:48,15975.5,15983,15975.5,15983,2085,TRUE,FALSE,5,90576,33,31,-0.218,-0.03,100,9.7,-0.397,-0.005,-0.005,0.571,-0.688,-0.572,-0.456,-0.107,-0.92,-1.036,-1.152,-1.501,176,30,5437,0,31,44,-0.845,-1.126,0.047,0.301,58,19,1,72,-0.375,-0.188,0,94,19,-0.816,-0.333,-0.034,0.45,-1.3,-1.599,-2.083,2.9,0.07,-0.324,-0.255,-0.185,-0.114,-0.071,-0.331,3.2,21,18.5,2.5,-0.129,-0.322,68,60,0.32,0,291,293,-55,-0.482,-0.742,-0.222,-1.003,0.038,-1.263,0.298,-0.248,0.37,0.116,18.5,70,0.82,0.4,13,0.38,70,68,80,71,15.6,1,93,100,100,100,0.0178,0.0173,-0.011,45,75,1.2,0.3,3725,558,42,0,47,176,110,-0.834,-0.211,0.433,-1.478,-2.101
603,8/4/2023 11:52,15975.5,15975.5,15968,15968,6737,FALSE,TRUE,1,83839,34,31,-0.105,0.082,93,10.1,-0.28,0.099,0.099,0.429,-0.595,-0.478,-0.362,-0.013,-0.827,-0.943,-1.06,-1.408,99,21,3132,0,38,26,-0.752,-1.033,0.141,0.191,52,23,0,62,-0.235,-0.07,0.094,72,14,-0.723,-0.239,0.06,0.545,-1.208,-1.507,-1.991,2.5,-0.03,-0.217,-0.142,-0.072,-0.002,0.032,-0.213,3,20.6,18.9,1.6,-0.006,-0.173,60,38,0.27,0,-676,49,-729,-0.383,-0.646,-0.12,-0.909,0.144,-1.172,0.407,-0.11,0.36,0.119,18.9,70,0.68,0.4,28,0.24,63,65,83,65,15.1,0.36,94,90,90,71,0.0181,0.0177,0.089,33,62,1.1,0.4,4127,540,60,-29,48.4,99,33,-0.741,-0.117,0.528,-1.386,-2.009
604,8/4/2023 11:54,15975.5,15983,15975.5,15983,1589,TRUE,TRUE,1,85428,35,32,-0.176,0.012,86,10.5,-0.367,0.039,0.039,0.429,-0.688,-0.572,-0.456,-0.107,-0.92,-1.036,-1.152,-1.501,123,28,2410,0,40,30,-0.845,-1.126,0.047,0.263,51,20,0,65,-0.328,-0.164,0,73,18,-0.816,-0.333,-0.034,0.45,-1.3,-1.599,-2.083,2.5,0.03,-0.274,-0.206,-0.136,-0.066,-0.028,-0.3,3.3,21.1,19.4,1.7,-0.096,-0.262,55,45,0.26,0,84,95,-57,-0.475,-0.738,-0.211,-1.002,0.053,-1.266,0.317,-0.167,0.35,0.122,19.4,80,0.78,0.43,23,0.28,66,66,85,68,16.2,0.69,95,90,90,100,0.0185,0.0181,0.035,35,74,1,0.4,3788,467,-15,0,49.8,123,92,-0.834,-0.211,0.433,-1.478,-2.101
605,8/4/2023 12:06,15975.5,15975.5,15968,15968,8169,FALSE,TRUE,1,77259,34,32,-0.075,0.113,57,10.8,-0.263,0.142,0.142,0.286,-0.595,-0.478,-0.362,-0.013,-0.827,-0.943,-1.06,-1.408,63,14,-703,0,42,14,-0.752,-1.033,0.141,0.156,46,23,0,60,-0.235,-0.07,0.094,47,13,-0.723,-0.239,0.06,0.545,-1.208,-1.507,-1.991,2.1,-0.07,-0.174,-0.096,-0.025,0.045,0.074,-0.195,3.3,20.1,19.5,0.6,-0.001,-0.164,45,22,0.13,0,-645,20,-690,-0.374,-0.641,-0.107,-0.908,0.16,-1.175,0.427,-0.043,0.32,0.123,19.5,70,0.4,0.47,37,0.14,60,63,83,63,16.1,0.13,93,81,81,71,0.0186,0.0183,0.136,23,59,0.9,0.5,4372,457,56,-29,48.7,63,-41,-0.741,-0.117,0.528,-1.386,-2.009
606,8/4/2023 12:07,15968,15968,15960.5,15960.5,1327,FALSE,FALSE,2,75932,34,32,-0.036,0.151,57,10.6,-0.212,0.191,0.191,0.143,-0.548,-0.432,-0.315,0.034,-0.78,-0.897,-1.013,-1.362,22,12,-2335,0,42,5,-0.705,-0.987,0.188,0.101,44,27,0,56,-0.188,-0.023,0.141,23,3,-0.677,-0.192,0.107,0.592,-1.161,-1.461,-1.945,1.5,-0.12,-0.126,-0.041,0.03,0.1,0.119,-0.14,3.2,18.5,19.3,-0.8,0.045,-0.113,42,8,0.16,0,-245,0,-292,-0.326,-0.593,-0.059,-0.861,0.209,-1.128,0.476,0.141,0.28,0.121,19.3,60,0,0.43,39,0.05,57,60,75,58,16.1,0,91,76,76,57,0.0183,0.0183,0.179,13,52,0.8,0.6,3966,191,37,-43,44.5,22,-133,-0.694,-0.07,0.575,-1.339,-1.963
607,8/4/2023 12:14,15968,15975.5,15968,15975.5,5341,TRUE,TRUE,1,81273,33,31,-0.127,0.06,57,10.9,-0.281,0.107,0.107,0.286,-0.641,-0.525,-0.409,-0.06,-0.874,-0.99,-1.106,-1.455,63,21,-1091,0,42,24,-0.798,-1.08,0.094,0.18,45,24,0,61,-0.282,-0.117,0.047,23,5,-0.77,-0.286,0.013,0.498,-1.254,-1.553,-2.037,1.3,-0.03,-0.204,-0.114,-0.044,0.027,0.034,-0.208,3,18.3,19.1,-0.9,-0.048,-0.203,51,38,0.16,0,97,97,-296,-0.415,-0.684,-0.146,-0.953,0.123,-1.222,0.392,0.044,0.27,0.12,19.1,70,0.04,0.37,32,0.24,61,60,66,60,15.5,0.32,87,71,71,86,0.0181,0.0182,0.089,16,57,0.9,0.5,4150,-19,51,-14,39.9,63,0,-0.787,-0.164,0.48,-1.432,-2.055
608,8/4/2023 12:22,15968,15968,15960.5,15960.5,5657,FALSE,TRUE,1,75616,32,31,-0.042,0.146,57,11.2,-0.142,0.182,0.182,0.286,-0.548,-0.432,-0.315,0.034,-0.78,-0.897,-1.013,-1.362,0,9,-2283,0,49,18,-0.705,-0.987,0.188,0.079,40,27,0,55,-0.141,0,0.141,11,2,-0.677,-0.192,0.107,0.592,-1.161,-1.461,-1.945,0.6,-0.1,-0.109,-0.013,0.058,0.128,0.098,-0.058,1.9,16.7,18.6,-2,0.045,-0.106,53,30,0.07,0,-267,77,-267,-0.317,-0.588,-0.047,-0.858,0.223,-1.128,0.493,0.135,0.26,0.117,18.6,60,0.34,0.3,44,0.19,55,58,55,58,12.9,0,82,64,64,50,0.0176,0.0179,0.134,7,49,0.8,0.5,4351,36,-38,-50,35.8,0,-100,-0.694,-0.07,0.575,-1.339,-1.963
609,8/4/2023 12:24,15968,15975.5,15968,15975.5,1256,TRUE,TRUE,1,76872,32,31,-0.132,0.055,50,11.4,-0.213,0.092,0.092,0.286,-0.641,-0.525,-0.409,-0.06,-0.874,-0.99,-1.106,-1.455,56,9,-2163,0,49,18,-0.798,-1.08,0.094,0.16,41,24,0,60,-0.235,-0.094,0.047,15,10,-0.77,-0.286,0.013,0.498,-1.254,-1.553,-2.037,0.4,-0.01,-0.199,-0.097,-0.027,0.044,0.007,-0.127,1.6,16.4,18.2,-1.8,-0.048,-0.196,48,30,0.07,0,220,221,-36,-0.41,-0.68,-0.14,-0.951,0.131,-1.221,0.401,0.039,0.25,0.114,18.2,60,0.15,0.27,36,0.19,59,59,44,59,12.2,0.28,78,73,73,83,0.0171,0.0175,0.038,12,52,0.8,0.5,3938,-290,-30,-17,31.6,56,33,-0.787,-0.164,0.48,-1.432,-2.055
610,8/4/2023 12:25,15975.5,15983,15975.5,15983,1252,TRUE,FALSE,2,78124,32,31,-0.164,0.023,36,11.2,-0.248,0.061,0.061,0.286,-0.688,-0.572,-0.456,-0.107,-0.92,-1.036,-1.152,-1.501,98,8,-1519,0,49,18,-0.845,-1.126,0.047,0.191,44,23,0,61,-0.282,-0.141,0,37,16,-0.816,-0.333,-0.034,0.45,-1.3,-1.599,-2.083,0.6,0.02,-0.241,-0.135,-0.064,0.006,-0.024,-0.164,1.7,16.6,17.9,-1.3,-0.091,-0.239,47,30,-0.02,0,285,303,-2,-0.455,-0.726,-0.185,-0.997,0.086,-1.268,0.357,-0.141,0.24,0.112,17.9,60,0.04,0.23,30,0.19,61,60,38,61,12.4,0.42,76,78,78,100,0.0167,0.0171,0.008,17,59,0.8,0.5,3580,-568,-49,0,30.5,98,133,-0.834,-0.211,0.433,-1.478,-2.101
611,8/4/2023 12:25,15983,15990.5,15983,15990.5,830,TRUE,FALSE,3,78954,32,32,-0.187,0.001,100,10.9,-0.249,0.014,0.014,0.429,-0.734,-0.618,-0.502,-0.154,-0.967,-1.083,-1.199,-1.547,150,0,-854,0,47,33,-0.891,-1.173,0,0.219,47,22,0,64,-0.281,-0.141,0,59,26,-0.863,-0.379,-0.08,0.403,-1.347,-1.646,-2.129,1,0.06,-0.282,-0.172,-0.102,-0.031,-0.062,-0.173,1.4,17.2,17.7,-0.6,-0.081,-0.234,54,52,-0.06,0,252,255,0,-0.501,-0.772,-0.23,-1.044,0.041,-1.315,0.312,-0.185,0.26,0.111,17.7,60,0.18,0.2,24,0.33,63,62,38,63,10.5,0.54,77,94,94,100,0.0165,0.0168,-0.036,23,60,1,0.4,3213,-629,-74,0,32.3,150,135,-0.88,-0.258,0.386,-1.524,-2.147
612,8/4/2023 12:28,15990.5,15998,15990.5,15998,5105,TRUE,FALSE,4,84059,33,33,-0.203,-0.015,100,10.7,-0.283,-0.005,-0.005,0.429,-0.781,-0.665,-0.549,-0.201,-1.013,-1.129,-1.245,-1.593,182,0,1120,0,46,30,-0.938,-1.219,0,0.246,49,21,0,67,-0.281,-0.141,0,79,23,-0.909,-0.426,-0.127,0.356,-1.393,-1.692,-2.175,1.4,0.08,-0.322,-0.209,-0.139,-0.069,-0.083,-0.205,1.5,18,17.8,0.2,-0.122,-0.277,53,45,-0.02,0,250,337,0,-0.542,-0.817,-0.267,-1.092,0.008,-1.368,0.283,-0.224,0.27,0.112,17.8,60,0.73,0.2,20,0.28,65,63,42,65,11.1,0.67,80,100,100,100,0.0165,0.0166,-0.055,29,68,1,0.4,3465,-369,17,0,34.2,182,121,-0.927,-0.305,0.339,-1.571,-2.192
613,8/4/2023 12:43,15998,16005.5,15998,16005.5,10189,TRUE,FALSE,5,94248,34,34,-0.213,-0.026,100,10.4,-0.331,-0.01,-0.01,0.429,-0.827,-0.711,-0.595,-0.248,-1.059,-1.175,-1.291,-1.639,185,9,5068,0,46,30,-0.984,-1.265,0,0.27,52,20,0,68,-0.281,-0.141,0,90,20,-0.956,-0.473,-0.174,0.309,-1.439,-1.738,-2.221,1.9,0.09,-0.343,-0.236,-0.166,-0.095,-0.094,-0.248,1.9,19.1,18,1,-0.162,-0.32,61,45,0.17,0,402,417,-26,-0.577,-0.861,-0.293,-1.145,-0.008,-1.43,0.276,-0.258,0.28,0.113,18,70,0.87,0.23,16,0.28,67,65,50,68,12.9,0.79,83,100,100,100,0.0166,0.0166,-0.058,36,74,1,0.4,4362,-117,292,0,39,185,110,-0.973,-0.351,0.292,-1.617,-2.238
614,8/4/2023 12:44,16005.5,16013,16005.5,16013,1463,TRUE,FALSE,6,95711,35,35,-0.22,-0.033,100,10.2,-0.389,-0.006,-0.006,0.429,-0.874,-0.758,-0.642,-0.294,-1.106,-1.222,-1.338,-1.685,185,19,6688,0,40,30,-1.03,-1.311,0,0.292,55,19,0,70,-0.328,-0.164,0,95,23,-1.002,-0.519,-0.221,0.262,-1.485,-1.784,-2.267,2.3,0.09,-0.368,-0.264,-0.194,-0.123,-0.094,-0.301,2.6,20.3,18.5,1.8,-0.199,-0.362,61,45,0.29,0,432,454,-1,-0.622,-0.907,-0.336,-1.193,-0.05,-1.478,0.235,-0.284,0.28,0.116,18.5,70,0.88,0.3,13,0.28,69,67,60,71,15.3,0.91,87,100,100,100,0.017,0.0168,-0.046,42,73,1,0.4,3975,-154,297,0,43.9,185,111,-1.019,-0.398,0.245,-1.663,-2.284
615,8/4/2023 13:01,16005.5,16005.5,15998,15998,9958,FALSE,TRUE,1,85753,35,35,-0.107,0.08,57,10.6,-0.291,0.104,0.104,0.286,-0.781,-0.665,-0.549,-0.201,-1.013,-1.129,-1.245,-1.593,99,15,3574,0,42,14,-0.938,-1.219,0.094,0.184,49,22,0,62,-0.234,-0.07,0.094,84,18,-0.909,-0.426,-0.127,0.356,-1.393,-1.692,-2.175,2.1,-0.02,-0.259,-0.152,-0.081,-0.011,0.021,-0.209,2.8,19.8,18.8,1.1,-0.041,-0.212,48,22,0.08,0,-808,208,-815,-0.517,-0.811,-0.224,-1.104,0.069,-1.397,0.362,-0.162,0.26,0.118,18.8,70,0.81,0.37,29,0.14,62,64,67,64,15.8,0.44,91,90,90,71,0.0172,0.017,0.075,31,70,0.9,0.5,4773,-212,351,-29,45.8,99,33,-0.927,-0.305,0.339,-1.571,-2.192
616,8/4/2023 13:04,15998,15998,15990.5,15990.5,1826,FALSE,FALSE,2,83927,34,34,-0.059,0.129,57,10.3,-0.242,0.155,0.155,0.143,-0.734,-0.618,-0.502,-0.154,-0.967,-1.083,-1.199,-1.547,50,6,1394,0,42,5,-0.891,-1.173,0.141,0.126,46,26,0,59,-0.188,-0.023,0.141,64,9,-0.863,-0.379,-0.08,0.403,-1.347,-1.646,-2.129,1.6,-0.08,-0.201,-0.086,-0.016,0.055,0.08,-0.168,3,18.6,18.7,-0.1,0.007,-0.161,45,8,0.03,0,-292,0,-300,-0.469,-0.763,-0.175,-1.057,0.119,-1.352,0.414,-0.089,0.23,0.117,18.7,70,0.38,0.4,32,0.05,58,61,68,58,15.9,0.24,91,76,76,57,0.0172,0.0171,0.138,20,59,0.8,0.6,4380,76,78,-43,44.6,50,-58,-0.88,-0.258,0.386,-1.524,-2.147
